0.030,1,334,32,0,get,0
0.071,1,334,32,1,get,0
0.225,1,334,32,0,get,0
0.332,1,334,32,4,get,0
0.347,1,334,32,0,get,0
0.518,1,334,32,2,get,0
0.660,1,334,32,0,get,0
0.745,1,334,32,1,get,0
0.753,2,370,32,2,get,0
0.865,1,334,32,2,get,0
0.909,2,370,32,2,get,0
1.016,1,334,32,0,get,0
1.073,1,334,32,0,get,0
1.110,21,306,32,4,get,0
1.206,2,370,32,4,get,0
1.257,1,334,32,0,get,0
1.353,2,370,32,1,get,0
1.383,1,334,32,0,get,0
1.413,1,334,32,2,get,0
1.468,1,334,32,4,get,0
1.518,2,370,32,3,get,0
1.796,1,334,32,3,get,0
1.866,1,334,32,4,get,0
1.913,1,334,32,3,get,0
1.945,1,334,32,1,get,0
1.998,2,370,32,4,get,0
2.024,1,334,32,0,get,0
2.134,1,334,32,1,get,0
2.155,1,334,32,4,get,0
2.179,1,334,32,0,get,0
2.220,1,334,32,2,get,0
2.392,1,334,32,3,get,0
2.798,1,334,32,0,get,0
3.145,1,334,32,3,get,0
3.166,3,309,32,3,get,0
3.204,1,334,32,0,get,0
3.239,1,334,32,2,get,0
3.291,2,370,32,3,get,0
3.469,4,369,32,1,get,0
3.497,1,334,32,4,get,0
3.676,1,334,32,4,get,0
3.713,1,334,32,1,get,0
3.915,1,334,32,0,get,0
4.014,1,334,32,2,get,0
4.233,1,334,32,4,get,0
4.308,1,334,32,4,get,0
4.573,1,334,32,0,get,0
4.725,1,334,32,3,get,0
4.915,1,334,32,4,get,0
4.986,1,334,32,3,get,0
4.991,1,334,32,3,get,0
5.045,2,370,32,4,get,0
5.118,1,334,32,3,get,0
5.123,1,334,32,1,get,0
5.129,1,334,32,2,get,0
5.188,1,334,32,4,get,0
5.211,1,334,32,1,get,0
5.256,1,334,32,1,get,0
5.293,1,334,32,1,get,0
5.444,1,334,32,3,get,0
5.452,1,334,32,4,get,0
5.633,1,334,32,0,get,0
5.660,1,334,32,1,get,0
5.693,1,334,32,3,get,0
5.721,1,334,32,4,get,0
5.737,5,371,32,3,get,0
5.750,1,334,32,0,get,0
5.801,3,309,32,1,get,0
5.871,1,334,32,3,get,0
5.892,2,370,32,1,get,0
6.041,6,354,32,3,get,0
6.096,1,334,32,2,get,0
6.123,1,334,32,1,get,0
6.244,1,334,32,1,get,0
6.353,3,309,32,2,get,0
6.443,1,334,32,3,get,0
6.576,1,334,32,0,get,0
6.718,1,334,32,1,get,0
7.015,1,334,32,3,get,0
7.062,3,309,32,4,get,0
7.376,1,334,32,1,get,0
7.443,1,334,32,3,get,0
7.532,1,334,32,4,get,0
7.631,1,334,32,4,get,0
7.673,1,334,32,2,get,0
7.726,1,334,32,1,get,0
7.772,1,334,32,1,get,0
7.807,1,334,32,3,get,0
7.826,1,334,32,1,get,0
7.910,1,334,32,3,get,0
8.096,1,334,32,0,get,0
8.098,1,334,32,4,get,0
8.474,2,370,32,4,get,0
8.589,1,334,32,1,get,0
8.709,1,334,32,4,get,0
8.892,2,370,32,1,get,0
9.102,1,334,32,1,get,0
9.153,1,334,32,1,get,0
9.245,1,334,32,2,get,0
9.337,2,370,32,2,get,0
9.339,1,334,32,2,get,0
9.357,2,370,32,0,get,0
9.488,1,334,32,4,get,0
9.510,1,334,32,2,get,0
9.909,1,334,32,0,get,0
10.001,10,348,32,3,get,0
10.103,1,334,32,0,get,0
10.162,1,334,32,4,get,0
10.255,1,334,32,1,get,0
10.416,1,334,32,2,get,0
10.429,1,334,32,2,get,0
10.552,1,334,32,3,get,0
10.599,1,334,32,1,get,0
11.354,1,334,32,3,get,0
11.530,1,334,32,1,get,0
11.749,1,334,32,4,get,0
11.868,1,334,32,3,get,0
11.979,1,334,32,2,get,0
12.045,2,370,32,3,get,0
12.048,1,334,32,3,get,0
12.143,2,370,32,4,get,0
12.170,1,334,32,3,get,0
12.170,1,334,32,4,get,0
12.213,1,334,32,4,get,0
12.389,3,309,32,4,get,0
12.421,1,334,32,4,get,0
12.520,3,309,32,2,get,0
12.566,7,355,32,4,get,0
12.597,2,370,32,1,get,0
12.599,1,334,32,0,get,0
12.653,1,334,32,0,get,0
12.735,1,334,32,1,get,0
12.939,1,334,32,4,get,0
13.083,1,334,32,3,get,0
13.211,1,334,32,1,get,0
13.236,1,334,32,2,get,0
13.247,1,334,32,1,get,0
13.423,1,334,32,1,get,0
13.545,1,334,32,0,get,0
13.550,1,334,32,1,get,0
13.596,2,370,32,4,get,0
13.691,2,370,32,0,get,0
13.846,1,334,32,2,get,0
14.055,1,334,32,2,get,0
14.289,1,334,32,1,get,0
14.340,1,334,32,4,get,0
14.407,1,334,32,2,get,0
14.486,4,369,32,1,get,0
14.517,1,334,32,2,get,0
14.631,1,334,32,2,get,0
14.731,2,370,32,2,get,0
14.732,4,369,32,2,get,0
14.737,1,334,32,0,get,0
14.822,1,334,32,0,get,0
14.822,1,334,32,0,get,0
15.066,1,334,32,1,get,0
15.071,2,370,32,3,get,0
15.098,1,334,32,2,get,0
15.223,1,334,32,4,get,0
15.438,4,369,32,0,get,0
15.727,1,334,32,0,get,0
15.856,1,334,32,0,get,0
15.862,1,334,32,4,get,0
15.975,3,309,32,4,get,0
16.078,1,334,32,0,get,0
16.298,1,334,32,2,get,0
16.711,2,370,32,4,get,0
16.791,1,334,32,1,get,0
16.794,2,370,32,0,get,0
16.933,2,370,32,4,get,0
16.947,1,334,32,3,get,0
16.983,1,334,32,1,get,0
17.004,1,334,32,0,get,0
17.114,1,334,32,4,get,0
17.144,1,334,32,0,get,0
17.157,1,334,32,1,get,0
17.185,1,334,32,4,get,0
17.227,1,334,32,2,get,0
17.423,1,334,32,2,get,0
17.479,1,334,32,0,get,0
17.542,1,334,32,1,get,0
17.774,1,334,32,2,get,0
17.974,1,334,32,3,get,0
18.138,1,334,32,4,get,0
18.158,1,334,32,1,get,0
18.304,1,334,32,4,get,0
18.357,1,334,32,0,get,0
18.404,2,370,32,0,get,0
18.475,1,334,32,4,get,0
18.519,1,334,32,2,get,0
18.526,1,334,32,1,get,0
18.535,1,334,32,1,get,0
18.536,1,334,32,0,get,0
18.574,2,370,32,1,get,0
18.909,1,334,32,4,get,0
18.924,1,334,32,2,get,0
19.051,1,334,32,1,get,0
19.086,1,334,32,1,get,0
19.115,2,370,32,2,get,0
19.247,4,369,32,3,get,0
19.293,1,334,32,1,get,0
19.300,1,334,32,4,get,0
19.659,1,334,32,3,get,0
19.686,1,334,32,2,get,0
19.807,1,334,32,4,get,0
19.946,1,334,32,2,get,0
20.119,1,334,32,2,get,0
20.125,2,370,32,3,get,0
20.251,1,334,32,1,get,0
20.385,4,369,32,3,get,0
20.658,1,334,32,1,get,0
20.772,1,334,32,0,get,0
20.890,1,334,32,1,get,0
20.981,1,334,32,3,get,0
21.009,1,334,32,2,get,0
21.065,4,369,32,4,get,0
21.107,2,370,32,1,get,0
21.171,1,334,32,4,get,0
21.244,1,334,32,0,get,0
21.305,1,334,32,2,get,0
21.439,3,309,32,1,get,0
21.447,1,334,32,2,get,0
21.462,1,334,32,3,get,0
21.604,1,334,32,0,get,0
21.824,1,334,32,4,get,0
21.999,1,334,32,1,get,0
22.139,1,334,32,1,get,0
22.194,1,334,32,1,get,0
22.280,1,334,32,4,get,0
22.423,1,334,32,0,get,0
22.542,8,386,32,1,get,0
22.597,1,334,32,3,get,0
22.645,1,334,32,3,get,0
22.801,3,309,32,3,get,0
22.802,1,334,32,1,get,0
22.864,3,309,32,4,get,0
22.866,1,334,32,4,get,0
22.893,1,334,32,2,get,0
22.952,1,334,32,2,get,0
22.981,1,334,32,2,get,0
23.042,1,334,32,2,get,0
23.123,7,355,32,0,get,0
23.220,1,334,32,1,get,0
23.238,2,370,32,0,get,0
23.603,2,370,32,3,get,0
23.743,1,334,32,2,get,0
23.774,2,370,32,0,get,0
23.777,3,309,32,4,get,0
23.792,1,334,32,0,get,0
23.841,3,309,32,3,get,0
23.857,3,309,32,2,get,0
23.924,1,334,32,3,get,0
24.039,1,334,32,1,get,0
24.107,1,334,32,1,get,0
24.153,1,334,32,3,get,0
24.167,1,334,32,0,get,0
24.522,3,309,32,2,get,0
24.718,1,334,32,2,get,0
24.728,1,334,32,2,get,0
24.750,2,370,32,0,get,0
24.804,1,334,32,4,get,0
24.836,4,369,32,4,get,0
24.974,21,306,32,4,get,0
24.987,1,334,32,0,get,0
25.017,1,334,32,4,get,0
25.109,2,370,32,3,get,0
25.156,1,334,32,3,get,0
25.242,1,334,32,3,get,0
25.288,6,354,32,4,get,0
25.290,1,334,32,4,get,0
25.328,1,334,32,4,get,0
25.517,1,334,32,1,get,0
25.624,3,309,32,2,get,0
25.659,1,334,32,0,get,0
25.699,1,334,32,4,get,0
25.811,1,334,32,0,get,0
26.078,1,334,32,3,get,0
26.323,1,334,32,0,get,0
26.357,2,370,32,1,get,0
26.477,1,334,32,3,get,0
26.556,2,370,32,0,get,0
26.650,1,334,32,3,get,0
26.840,1,334,32,4,get,0
26.979,1,334,32,0,get,0
27.017,1,334,32,0,get,0
27.106,1,334,32,0,get,0
27.134,2,370,32,3,get,0
27.231,4,369,32,1,get,0
27.292,1,334,32,2,get,0
27.362,1,334,32,1,get,0
27.368,1,334,32,4,get,0
27.418,1,334,32,3,get,0
27.428,1,334,32,3,get,0
27.436,1,334,32,1,get,0
27.456,1,334,32,4,get,0
27.553,1,334,32,0,get,0
27.553,1,334,32,4,get,0
27.594,1,334,32,4,get,0
27.845,1,334,32,2,get,0
27.907,1,334,32,3,get,0
28.373,4,369,32,1,get,0
28.546,1,334,32,0,get,0
28.619,1,334,32,3,get,0
28.648,1,334,32,2,get,0
29.036,1,334,32,3,get,0
29.095,1,334,32,4,get,0
29.286,1,334,32,1,get,0
29.393,1,334,32,3,get,0
29.426,1,334,32,3,get,0
29.488,3,309,32,0,get,0
29.595,7,355,32,0,get,0
29.635,1,334,32,1,get,0
29.796,1,334,32,2,get,0
29.817,1,334,32,4,get,0
29.864,1,334,32,2,get,0
29.910,1,334,32,4,get,0
29.976,1,334,32,0,get,0
29.979,8,386,32,1,get,0
30.031,1,334,32,3,get,0
30.273,1,334,32,0,get,0
30.329,1,334,32,2,get,0
30.363,3,309,32,4,get,0
30.404,5,371,32,4,get,0
30.468,2,370,32,4,get,0
30.549,1,334,32,3,get,0
30.570,1,334,32,2,get,0
30.650,1,334,32,4,get,0
30.761,1,334,32,2,get,0
30.806,1,334,32,4,get,0
31.198,1,334,32,0,get,0
31.224,1,334,32,2,get,0
31.388,1,334,32,1,get,0
31.484,1,334,32,3,get,0
31.510,3,309,32,4,get,0
31.962,1,334,32,4,get,0
32.042,1,334,32,0,get,0
32.127,1,334,32,4,get,0
32.312,1,334,32,2,get,0
32.319,1,334,32,4,get,0
